OBJECTID,SampleID,saris_pali,waterbody_,waterbody1,CFR,latitude,longitude,date,year,sample_typ,gear,warmwater_,warmwater1,contains_n,coldwater_,coldwater1,min_EBT_le,max_EBT_le,snapped_la,snapped_lo,Last_sampl,Link_to_da,Link_to_pi,ORIG_FID
"542","1366","3315175",Mill Brook (2),Stream_River,TRUE,42.63832000000,-72.86844000000,2005-08-03,"2005",Total Pick-up,Backpack Shocking,-BND|-LND|,0025|0001|,TRUE,--AS|-EBT|,0092|0028|,"60","162",42.63834078260,-72.86836444620,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315175- Mill Brook,NA,"-1"
"543","1367","3315450",Mill Brook (3),Stream_River,TRUE,42.60419000000,-72.91103000000,2005-08-03,"2005",Total Pick-up,Backpack Shocking,-BND|-LND|--WS|,0002|0005|0003|,TRUE,--AS|--BT|-EBT|--SC|,0018|0001|0007|0067|,"80","204",42.60419508460,-72.91112790940,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315450- Mill Brook,NA,"-1"
"544","1368","3210000",Roaring Brook (1),Stream_River,TRUE,42.22910000000,-72.85700000000,2005-08-01,"2005",Total Pick-up,Backpack Shocking,-BND|---F|-LND|,0188|0001|0007|,TRUE,--AS|-EBT|--SC|,0023|0056|0073|,"50","145",42.22912759950,-72.85645025940,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210000- Roaring Brook (EB),NA,"-1"
"545","1369","3210475",Factory Brook,Stream_River,TRUE,42.31641000000,-73.02672000000,2005-08-02,"2005",Total Pick-up,Backpack Shocking,-BND|---F|-LND|--WS|,0055|0002|0039|0002|,TRUE,--AS|-EBT|--SC|,0073|0035|0066|,"61","180",42.31639304400,-73.02672291550,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210475- Factory Br,NA,"-1"
"546","1370","3210300",Walker Brook (2),Stream_River,TRUE,42.27057000000,-73.00080000000,2005-08-02,"2005",Total Pick-up,Backpack Shocking,---B|-BND|--CS|-LND|--WS|,0004|0086|0001|0043|0008|,TRUE,--AS|--BT|-EBT|--SC|,0070|0015|0001|0025|,"280","280",42.27055983380,-73.00073177590,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210300- Walker Brook,NA,"-1"
"547","1371","3627570",UNT to Muddy Brook (2),Stream_River,TRUE,42.29785000000,-72.23888000000,2005-07-07,"2005",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0014|,"49","138",42.29783204970,-72.23887172030,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627570- UNT to Muddy Br,NA,"-1"
"548","1376","2105460","North Windsor Reservoir Brook(1; UNT to Windsor Reservoir)",Stream_River,TRUE,42.49326000000,-73.10437000000,2005-09-28,"2005",Total Pick-up,Backpack Shocking,None,NA,TRUE,--BT|-EBT|,0026|0014|,"72","170",42.49326336800,-73.10421819450,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105460- May Br (UNT to Windsor Res),NA,"-1"
"549","1377","2105460","North Windsor Reservoir Brook(1; UNT to Windsor Reservoir)",Stream_River,TRUE,42.49271000000,-73.10479000000,2005-09-28,"2005",Total Pick-up,Backpack Shocking,None,NA,TRUE,--BT|-EBT|,0020|0042|,"58","202",42.49278026880,-73.10487797940,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105460- May Br (UNT to Windsor Res),NA,"-1"
"550","1378","2105460","North Windsor Reservoir Brook(1; UNT to Windsor Reservoir)",Stream_River,TRUE,42.49240000000,-73.10554000000,2005-09-28,"2005",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0002|,"75","140",42.49239282420,-73.10520843970,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105460- May Br (UNT to Windsor Res),NA,"-1"
"551","1382","3626435",UNT to Fivemile River,Stream_River,TRUE,42.28737000000,-72.03004000000,2005-07-27,"2005",Total Pick-up,Backpack Shocking,-BND|,0051|,TRUE,-EBT|,0045|,"44","137",42.28750613580,-72.02981807280,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626435- UNT to Fivemile R,NA,"-1"
"552","1383","4129055",UNT to Tufts Branch,Stream_River,TRUE,42.02927000000,-71.93573000000,2005-07-13,"2005",Total Pick-up,Backpack Shocking,--BB|-BND|--CS|--GS|-LMB|---P|--WS|,0001|0002|0001|0002|0001|0014|0005|,TRUE,-EBT|,0018|,"57","201",42.02891423670,-71.93605359920,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Thames (4)/Quinebaug River Basin (41)/4129055- UNT to Tufts Branch,NA,"-1"
"553","1385","3626210",UNT to Quaboag Pond,Stream_River,TRUE,42.18148000000,-72.08031000000,2005-08-04,"2005",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0022|,"59","208",42.18146778620,-72.08038332500,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626210- UNT to Quaboag P,NA,"-1"
"554","1389","4129055",UNT to Tufts Branch,Stream_River,TRUE,42.03384000000,-71.93287000000,2005-07-13,"2005",Total Pick-up,Backpack Shocking,-BND|--GS|-LMB|---P|,0036|0003|0001|0030|,TRUE,-EBT|,0005|,"60","71",42.03397441160,-71.93305066810,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Thames (4)/Quinebaug River Basin (41)/4129055- UNT to Tufts Branch,NA,"-1"
"555","1390","3626385",UNT to Sevenmile River (2),Stream_River,TRUE,42.28096000000,-71.99467000000,2005-08-02,"2005",Total Pick-up,Backpack Shocking,-BND|--CS|---P|--WS|,0029|0003|0007|0006|,TRUE,-EBT|,0003|,"67","168",42.28083689890,-71.99427751600,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626385- UNT to Sevenmile R,NA,"-1"
"556","1396","3314525",Roberts Brook,Stream_River,TRUE,42.69721000000,-72.77276000000,2005-08-03,"2005",Total Pick-up,Backpack Shocking,-BND|-LND|,0003|0002|,TRUE,--AS|-EBT|--SC|,0001|0013|0018|,"43","171",42.69714874110,-72.77277527160,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3314525- Roberts Brk,NA,"-1"
"558","1401","5131995",UNT to Center Brook (4),Stream_River,TRUE,42.15762000000,-71.60924000000,2001-08-17,"2001",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0053|,"44","156",42.15794925270,-71.60934625490,"2001",file:///W:/fisherie/Scanned River Files/Watersheds/Narragansett Bay (5)/Blackstone River Basin (51)/5131995- UNT Center Br,NA,"-1"
"560","1422","9458000",Eel River,Stream_River,TRUE,41.91154000000,-70.64038000000,2005-09-20,"2005",Total Pick-up,Backpack Shocking,--AE|--BB|--CP|--GS|-LMB|--WS|--YP|,0005|0002|0012|0003|0003|0034|0017|,TRUE,-EBT|,0050|,"73","297",41.91147363090,-70.64029706580,"2015",file:///W:/fisherie/Scanned River Files/Watersheds/Coastal (9)/South Shore Basin (94)/9458000- Eel River,NA,"-1"
"561","1423","6236196",Tucker Brook (UNT to Ice Pond),Stream_River,TRUE,41.96493000000,-70.95508000000,2005-11-16,"2005",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0007|,"87","110",41.96486228610,-70.95545043660,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Mount Hope Bay (6)/Taunton River Basin (62)/6236196- UNT to Ice P,NA,"-1"
"562","1425","3314000",Drakes Brook,Stream_River,TRUE,42.55700300000,-72.74140000000,2005-08-12,"2005",Total Pick-up,Backpack Shocking,-BND|---P|,0068|0001|,TRUE,-EBT|--SC|,0059|0031|,"57","167",42.55711369470,-72.74106788920,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3314000- Drakes Br,NA,"-1"
"563","1427","3313300",Workman Brook,Stream_River,TRUE,42.65426000000,-72.62716000000,2005-08-05,"2005",Total Pick-up,Backpack Shocking,-BND|-CRC|-LND|,0006|0001|0009|,TRUE,--AS|-EBT|--SC|,0003|0017|0008|,"52","160",42.65408729650,-72.62736650520,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313300- Workman Brook,NA,"-1"
"564","1428","3313425",Hibbard Brook,Stream_River,TRUE,42.69484200000,-72.66201300000,2005-08-05,"2005",Total Pick-up,Backpack Shocking,None,NA,TRUE,--AS|-EBT|--SC|,0001|0013|0008|,"53","171",42.69538799820,-72.66179352980,"2005",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313425- Hibbard Brook,NA,"-1"
"565","1441","1100800",East Branch Green River,Stream_River,TRUE,42.62790000000,-73.22527000000,2002-06-19,"2002",Total Pick-up,DEP Backpack Shocking,--SS|,0031|,TRUE,--BT|-EBT|,0001|0019|,"43","174",42.62787613450,-73.22493219120,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1100800- Green R (EB),NA,"-1"
"566","1443","1101250",Tophet Brook,Stream_River,TRUE,42.61508000000,-73.10398000000,2002-06-17,"2002",Total Pick-up,DEP Backpack Shocking,-BND|-LND|--WS|,0016|0002|0001|,TRUE,-EBT|,0024|,"36","198",42.61527099120,-73.10365796260,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101250- Tophet Br,NA,"-1"
"567","1444","1101375",Pecks Brook,Stream_River,TRUE,42.62205000000,-73.13683000000,2002-06-17,"2002",Total Pick-up,DEP Backpack Shocking,None,NA,TRUE,-EBT|,0025|,"22","119",42.62230699930,-73.13697940120,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101375- Peck's Br,NA,"-1"
"568","1445","1101475",South Brook,Stream_River,TRUE,42.56020000000,-73.15076000000,2002-06-17,"2002",Total Pick-up,DEP Backpack Shocking,-BND|-LND|--SS|,0017|0002|0025|,TRUE,--BT|-EBT|,0005|0016|,"42","225",42.56026696780,-73.15033918750,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101475- South Br,NA,"-1"
"569","1446","1100725",West Branch Green River,Stream_River,TRUE,42.65231000000,-73.25329000000,2002-06-19,"2002",Total Pick-up,DEP Backpack Shocking,-BND|--SS|--WS|,0023|0024|0002|,TRUE,--BT|-EBT|,0030|0012|,"108","231",42.65227354260,-73.25292188760,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1100725- West Branch Green River,NA,"-1"
"570","1447","1100550",Hemlock Brook,Stream_River,TRUE,42.69133000000,-73.24316000000,2002-06-19,"2002",Total Pick-up,DEP Backpack Shocking,--SS|,0022|,TRUE,--BT|-EBT|,0001|0039|,"93","191",42.69144213900,-73.24279918550,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1100550- Hemlock Br,NA,"-1"
"571","1456","8450555",Argilla Brook (UNT to Johnson Creek),Stream_River,TRUE,42.75178000000,-71.03797000000,2000-07-28,"2000",Total Pick-up,Backpack Shocking,--AE|---B|---F|--GS|--RB|--SD|--SL|--WS|--YB|--YP|,0038|0049|0001|0004|0001|0003|0001|0020|0001|0007|,TRUE,-EBT|,0021|,"77","278",42.75193452010,-71.03793303240,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Merrimack R. Basin (84)/8450555- UT (Argella Brook),NA,"-1"
"572","1457","3417700",North Branch Mill River,Stream_River,TRUE,42.12458000000,-72.51735000000,2002-04-11,"2002",Total Pick-up,Backpack Shocking,-BND|--TD|--WS|,0012|0003|0020|,TRUE,--BT|-EBT|,0046|0018|,"80","235",42.12451807640,-72.51683895700,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3417700- NB Mill River,NA,"-1"
"573","1461","3210000",Roaring Brook (1),Stream_River,TRUE,42.23016000000,-72.85759000000,2001-08-03,"2001",Total Pick-up,Backpack Shocking,-BND|,0082|,TRUE,--AS|--BT|-EBT|--SC|,0017|0013|0024|0107|,"50","181",42.23005817760,-72.85714019720,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210000- Roaring Brook (EB),NA,"-1"
"574","1465","3420925",Fall River,Stream_River,TRUE,42.64460000000,-72.54360000000,2002-08-28,"2002",Total Pick-up,Backpack Shocking,-BND|-LND|,0272|0112|,TRUE,--AS|--BT|-EBT|--SC|,0027|0001|0030|0184|,"53","92",42.64444570840,-72.54349753250,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420925- Fall River,NA,"-1"
"575","1466","3420550",Sawmill River,Stream_River,TRUE,42.53996070000,-72.53983000000,2002-09-04,"2002",Total Pick-up,Backpack Shocking,--AE|---B|-BND|-CRC|--CS|---F|-LND|---P|--RB|--WS|,0006|0004|0136|0002|0005|0055|0012|0002|0001|0008|,TRUE,--AS|--BT|-EBT|--SC|,0017|0031|0003|0010|,"77","210",42.53977073490,-72.53966408950,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420550- Sawmill R,NA,"-1"
"576","1467","3421450",Mill Brook,Stream_River,TRUE,42.69842800000,-72.42922400000,2002-09-11,"2002",Total Pick-up,Backpack Shocking,--BB|-BND|,0001|0034|,TRUE,--AS|--BT|-EBT|,0053|0030|0041|,"57","172",42.69851403480,-72.42914916930,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3421450- Mill Brook (2),NA,"-1"
"577","1468","3420925",Fall River,Stream_River,TRUE,42.69896600000,-72.55311300000,2002-09-19,"2002",Total Pick-up,Backpack Shocking,-BND|--GS|-LND|,0078|0001|0097|,TRUE,--AS|-EBT|--SC|,0041|0094|0609|,"52","229",42.69895493050,-72.55307604340,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420925- Fall River,NA,"-1"
"578","1482","3211700",Tower Brook (1),Stream_River,TRUE,42.41220000000,-72.88122000000,2001-08-06,"2001",Total Pick-up,Backpack Shocking,-BND|--WS|,0007|0002|,TRUE,--AS|-EBT|--SC|,0020|0055|0024|,"46","196",42.41266831770,-72.88097537720,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211700- Tower Brk,NA,"-1"
"579","1484","8247327",UNT to Hog Brook (Fosgate Brook),Stream_River,TRUE,42.39120000000,-71.59065000000,2001-06-06,"2001",Total Pick-up,Backpack Shocking,--GS|---P|--RP|,0001|0003|0001|,TRUE,-EBT|,0112|,"44","172",42.39145348140,-71.59091901580,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Concord R. Basin (82)/8247327- Crystal Springs Brook,NA,"-1"
"580","1485","8247180",UNT to Great Brook,Stream_River,TRUE,42.44699000000,-71.56138000000,2001-06-05,"2001",Total Pick-up,Backpack Shocking,--RP|,0003|,TRUE,-EBT|,0007|,"45","194",42.44702229230,-71.56148163570,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Concord R. Basin (82)/8247180- UNT to Great Brook,NA,"-1"
"581","1487","8145325",Quinapoxet River,Stream_River,TRUE,42.38639812000,-71.80808160000,2001-09-13,"2001",Total Pick-up,Backpack Shocking,-BND|--CS|-LND|--WS|,0331|0001|0063|0033|,TRUE,--BT|-EBT|,0007|0006|,"65","212",42.38641614880,-71.80809566750,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8145325- Quinapoxet River,NA,"-1"
"582","1488","9456540",UNT to Third Herring Brook,Stream_River,TRUE,42.12591000000,-70.80507000000,2001-09-24,"2001",Total Pick-up,Backpack Shocking,--AE|,0010|,TRUE,-EBT|,0036|,"73","247",42.12598160580,-70.80506837670,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Coastal (9)/South Shore Basin (94)/9456540- UNT to Third Herring Br,NA,"-1"
"583","1495","3420125",Roaring Brook (1),Stream_River,TRUE,42.47934500000,-72.70597500000,2006-07-28,"2006",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0045|,"46","134",42.47930780110,-72.70601953040,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3420125- Roaring Br,NA,"-1"
"584","1496","3419825",Mill River (4),Stream_River,TRUE,42.50407000000,-72.64977000000,2006-07-28,"2006",Total Pick-up,Backpack Shocking,-BND|-LND|,0037|0001|,TRUE,--BT|-EBT|,0028|0002|,"150","157",42.50425379790,-72.64999282260,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3419825- Mill R (2),NA,"-1"
"585","1497","3315800",Gulf Brook,Stream_River,TRUE,42.62490000000,-73.03394000000,2006-07-27,"2006",Total Pick-up,Backpack Shocking,-BND|,0024|,TRUE,-EBT|--SC|,0031|0004|,"34","201",42.62459416000,-73.03392778100,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315800- Gulf Br,NA,"-1"
"586","1498","3315675",Cold River,Stream_River,TRUE,42.68964000000,-73.04636000000,2006-07-27,"2006",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0027|,"56","160",42.68972994700,-73.04617841790,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315675- Cold R,NA,"-1"
"587","1499","3315750",Black Brook,Stream_River,TRUE,42.59963000000,-72.99227000000,2006-07-24,"2006",Total Pick-up,Backpack Shocking,-BND|,0072|,TRUE,-EBT|,0026|,"45","190",42.59963907370,-72.99216087000,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315750- Black Br,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2006 Stream Survey Pictures/Deerfield/Black Bk SID 1499,"-1"
"588","1500","3315450",Mill Brook (3),Stream_River,TRUE,42.58777000000,-72.90997000000,2006-07-24,"2006",Total Pick-up,Backpack Shocking,None,NA,TRUE,--AS|-EBT|--SC|,0007|0033|0006|,"53","200",42.58793199620,-72.91035110600,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315450- Mill Brook,NA,"-1"
"589","1501","3211925",Meadow Brook,Stream_River,TRUE,42.49220000000,-72.89718000000,2006-07-21,"2006",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--SC|,0028|0015|,"47","187",42.49207136980,-72.89737487020,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211925- Meadow Br,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2006 Stream Survey Pictures/Westfield/Meadow Br SID 1501,"-1"
"590","1502","3211865",UNT to Swift River,Stream_River,TRUE,42.50421000000,-72.84747000000,2006-07-21,"2006",Total Pick-up,Backpack Shocking,-BND|-LND|---P|,0044|0010|0001|,TRUE,-EBT|,0047|,"48","182",42.50422584700,-72.84758031900,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211865- UNT to Swift R,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2006 Stream Survey Pictures/Westfield/UNT to Swift R SID 1502,"-1"
"591","1503","3211775",Swift River,Stream_River,TRUE,42.55950000000,-72.87752000000,2006-07-21,"2006",Total Pick-up,Backpack Shocking,-BND|-CRC|---F|--WS|,0039|0009|0013|0002|,TRUE,-EBT|,0019|,"42","143",42.55938235410,-72.87756556440,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211775- Swift River,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2006 Stream Survey Pictures/Westfield/Swift R SID 1503,"-1"
"592","1504","3211800",North Branch Swift River,Stream_River,TRUE,42.51358000000,-72.88710000000,2006-07-21,"2006",Total Pick-up,Backpack Shocking,-BND|---F|,0003|0002|,TRUE,-EBT|--SC|,0053|0023|,"48","140",42.51371638040,-72.88721729510,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211800- North Branch Swift R,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2006 Stream Survey Pictures/Westfield/NB Swift R SID 1504,"-1"
"593","1506","3313225",Glen Brook,Stream_River,TRUE,42.64241000000,-72.61004000000,2006-07-20,"2006",Total Pick-up,Backpack Shocking,-BND|-LND|,0103|0022|,TRUE,-EBT|--SC|,0015|0101|,"58","153",42.64238059920,-72.60979209320,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313225- Glen Br,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2006 Stream Survey Pictures/Deerfield/Glenn Bk SID 1506,"-1"
"594","1507","3313125",Allen Brook,Stream_River,TRUE,42.61187000000,-72.63433000000,2006-07-20,"2006",Total Pick-up,Backpack Shocking,-BND|-CRC|--CS|--GS|---P|,0020|0015|0001|0003|0002|,TRUE,-EBT|--SC|,0008|0030|,"66","183",42.61182311580,-72.63435149820,"2007",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313125- Allen Br,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2006 Stream Survey Pictures/Deerfield/Allen Bk SID 1507,"-1"
"595","1508","3313230",UNT to Glen Brook,Stream_River,TRUE,42.65278272000,-72.59832856000,2006-07-20,"2006",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0023|,"46","185",42.65278219360,-72.59826028420,"2006",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313230- UNT to Glen Brook,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2006 Stream Survey Pictures/Deerfield/UNT to Glen Bk SID 1508,"-1"
"596","1510","3313950",Bear River,Stream_River,TRUE,42.53624000000,-72.74229000000,2006-07-20,"2006",Total Pick-up,Backpack Shocking,-BND|,0053|,TRUE,--AS|-EBT|--SC|,0014|0025|0006|,"55","171",42.53620645540,-72.74221925080,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313950- Bear River,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2006 Stream Survey Pictures/Deerfield/Bear R SID 1510,"-1"
